Power,Velocity,beam D,layer thickness,defect_label,material
600.0,500.0,37.5,30.0,3.0,SS316L
170.0,1300.0,100.0,20.0,2.0,SS17-4PH
170.0,1100.0,100.0,20.0,2.0,SS17-4PH
200.0,1800.0,80.0,50.0,2.0,SS17-4PH
600.0,500.0,37.5,30.0,3.0,SS316L
300.0,100.0,78.0,50.0,3.0,SS316L
170.0,700.0,100.0,20.0,0.0,SS17-4PH
300.0,400.0,37.5,30.0,0.0,SS316L
160.0,400.0,39.0,30.0,0.0,Ti-6Al-4V
160.0,1600.0,39.0,30.0,2.0,Ti-6Al-4V
150.0,1000.0,35.0,30.66666667,0.0,SS316L
100.0,2000.0,20.0,20.0,1.0,Ti-6Al-4V
120.0,600.0,39.0,30.0,0.0,Ti-6Al-4V
2700.0,1400.0,240.0,50.0,3.0,SS17-4PH
450.0,50.0,500.0,100.0,3.0,SS316L
180.0,130.0,100.0,50.0,0.0,SS316L
280.0,400.0,100.0,30.0,3.0,Ti-6Al-4V
280.0,1500.0,100.0,30.0,0.0,Ti-6Al-4V
350.0,376.344086,248.0,50.0,1.0,SS316L
115.0,100.0,100.0,50.0,1.0,SS316L
40.0,200.0,39.0,30.0,0.0,Ti-6Al-4V
310.0,160.0,100.0,50.0,0.0,SS316L
200.0,600.0,70.0,50.0,1.0,SS316L
50.0,500.0,30.0,30.0,1.0,Ti-6Al-4V
550.0,470.5882353,187.0,50.0,0.0,SS316L
200.0,700.0,70.0,50.0,1.0,SS316L
120.0,450.0,100.0,30.0,2.0,Ti-6Al-4V
100.0,1200.0,100.0,30.0,1.0,Ti-6Al-4V
600.0,800.0,37.5,30.0,3.0,SS316L
195.0,1000.0,100.0,20.0,2.0,SS17-4PH
65.0,0.6,45.0,25.0,0.0,SS316L
310.0,190.0,100.0,50.0,0.0,SS316L
150.0,500.0,30.0,30.0,0.0,Ti-6Al-4V
277.5,130.0,100.0,50.0,3.0,SS316L
550.0,897.9591837,98.0,50.0,3.0,SS316L
300.0,1000.0,35.0,43.33333333,0.0,SS316L
1350.0,1500.0,240.0,50.0,2.0,SS17-4PH
2700.0,2000.0,240.0,50.0,3.0,SS17-4PH
350.0,499.1087344,187.0,50.0,1.0,SS316L
320.0,250.0,95.0,50.0,0.0,SS316L
195.0,700.0,100.0,20.0,0.0,SS17-4PH
200.0,600.0,55.0,75.0,0.0,SS316L
180.0,310.0,100.0,50.0,1.0,SS316L
150.0,800.0,70.0,50.0,1.0,SS316L
250.0,80.0,500.0,100.0,1.0,SS316L
250.0,133.6898396,187.0,50.0,0.0,SS316L
175.0,1450.0,20.0,35.0,0.0,Ti-6Al-4V
175.0,1000.0,50.0,60.0,3.0,Ti-6Al-4V
300.0,2000.0,35.0,30.66666667,0.0,SS316L
175.0,1000.0,50.0,60.0,3.0,Ti-6Al-4V
280.0,1200.0,100.0,30.0,0.0,Ti-6Al-4V
900.0,1400.0,240.0,50.0,2.0,SS17-4PH
80.0,600.0,39.0,30.0,0.0,Ti-6Al-4V
180.0,400.0,100.0,50.0,2.0,SS316L
175.0,500.0,70.0,50.0,1.0,SS316L
100.0,1400.0,80.0,50.0,1.0,SS17-4PH
900.0,600.0,240.0,50.0,2.0,SS17-4PH
200.0,600.0,55.0,75.0,0.0,SS316L
212.5,340.0,100.0,50.0,1.0,SS316L
150.0,96.77419355,248.0,50.0,1.0,SS316L
1800.0,1200.0,240.0,50.0,2.0,SS17-4PH
600.0,400.0,37.5,30.0,3.0,SS316L
180.0,220.0,100.0,50.0,1.0,SS316L
175.0,500.0,70.0,50.0,1.0,SS316L
200.0,1500.0,20.0,20.0,0.0,Ti-6Al-4V
80.0,1200.0,39.0,30.0,1.0,Ti-6Al-4V
350.0,187.1657754,187.0,50.0,0.0,SS316L
180.0,340.0,100.0,50.0,1.0,SS316L
277.5,250.0,100.0,50.0,0.0,SS316L
1350.0,800.0,240.0,50.0,2.0,SS17-4PH
100.0,600.0,80.0,50.0,0.0,SS17-4PH
1800.0,800.0,240.0,50.0,2.0,SS17-4PH
40.0,600.0,39.0,30.0,1.0,Ti-6Al-4V
100.0,600.0,80.0,50.0,0.0,SS17-4PH
450.0,192.513369,187.0,50.0,0.0,SS316L
115.0,160.0,100.0,50.0,1.0,SS316L
375.0,180.0,95.0,50.0,3.0,SS316L
150.0,2000.0,35.0,22.66666667,0.0,SS316L
1800.0,1800.0,240.0,50.0,2.0,SS17-4PH
100.0,700.0,80.0,50.0,0.0,SS17-4PH
195.0,1200.0,100.0,20.0,2.0,SS17-4PH
100.0,800.0,50.0,60.0,3.0,Ti-6Al-4V
375.0,340.0,100.0,50.0,0.0,SS316L
342.5,400.0,100.0,50.0,1.0,SS316L
195.0,800.0,100.0,20.0,0.0,SS17-4PH
180.0,100.0,100.0,50.0,0.0,SS316L
40.0,1000.0,39.0,30.0,1.0,Ti-6Al-4V
250.0,356.5062389,187.0,50.0,1.0,SS316L
1350.0,1400.0,240.0,50.0,2.0,SS17-4PH
195.0,750.0,30.0,30.0,3.0,Ti-6Al-4V
40.0,400.0,39.0,60.0,1.0,Ti-6Al-4V
350.0,225.8064516,248.0,50.0,1.0,SS316L
200.0,800.0,50.0,60.0,3.0,Ti-6Al-4V
300.0,1937.984496,116.0,40.0,3.0,SS316L
175.0,850.0,20.0,35.0,3.0,Ti-6Al-4V
160.0,400.0,39.0,60.0,0.0,Ti-6Al-4V
250.0,100.0,35.0,125.0,0.0,SS316L
75.0,146.0,50.0,60.0,3.0,Ti-6Al-4V
350.0,2260.981912,116.0,40.0,3.0,SS316L
220.0,600.0,100.0,20.0,0.0,SS17-4PH
375.0,280.0,100.0,50.0,0.0,SS316L
300.0,1600.0,80.0,50.0,2.0,SS17-4PH
300.0,1400.0,80.0,50.0,2.0,SS17-4PH
250.0,408.1632653,98.0,50.0,0.0,SS316L
600.0,400.0,37.5,30.0,3.0,SS316L
125.0,500.0,70.0,50.0,1.0,SS316L
40.0,400.0,39.0,30.0,1.0,Ti-6Al-4V
200.0,500.0,35.0,50.0,0.0,SS316L
180.0,280.0,100.0,50.0,1.0,SS316L
250.0,680.2721088,98.0,50.0,1.0,SS316L
212.5,400.0,100.0,50.0,1.0,SS316L
150.0,1000.0,30.0,30.0,0.0,Ti-6Al-4V
1350.0,800.0,240.0,50.0,2.0,SS17-4PH
550.0,561.2244898,98.0,50.0,3.0,SS316L
125.0,146.0,50.0,60.0,3.0,Ti-6Al-4V
150.0,1500.0,80.0,50.0,1.0,SS17-4PH
245.0,220.0,100.0,50.0,0.0,SS316L
100.0,150.0,55.0,75.0,3.0,SS316L
100.0,1500.0,35.0,20.0,0.0,SS316L
200.0,2200.0,80.0,50.0,2.0,SS17-4PH
100.0,300.0,70.0,50.0,1.0,SS316L
280.0,1200.0,100.0,30.0,0.0,Ti-6Al-4V
125.0,800.0,50.0,60.0,3.0,Ti-6Al-4V
100.0,1200.0,30.0,30.0,1.0,Ti-6Al-4V
147.5,160.0,100.0,50.0,1.0,SS316L
100.0,1400.0,80.0,50.0,1.0,SS17-4PH
120.0,800.0,39.0,30.0,0.0,Ti-6Al-4V
175.0,300.0,70.0,50.0,1.0,SS316L
2700.0,2200.0,240.0,50.0,3.0,SS17-4PH
180.0,370.0,100.0,50.0,2.0,SS316L
250.0,100.0,35.0,125.0,0.0,SS316L
280.0,1200.0,100.0,30.0,0.0,Ti-6Al-4V
100.0,400.0,70.0,50.0,1.0,SS316L
175.0,400.0,70.0,50.0,1.0,SS316L
100.0,300.0,70.0,50.0,1.0,SS316L
200.0,1000.0,35.0,35.0,0.0,SS316L
195.0,1200.0,30.0,30.0,0.0,Ti-6Al-4V
170.0,800.0,100.0,20.0,0.0,SS17-4PH
147.5,280.0,100.0,50.0,1.0,SS316L
200.0,500.0,70.0,50.0,1.0,SS316L
100.0,146.0,50.0,60.0,3.0,Ti-6Al-4V
277.5,250.0,100.0,50.0,0.0,SS316L
342.5,160.0,100.0,50.0,3.0,SS316L
40.0,800.0,39.0,30.0,1.0,Ti-6Al-4V
200.0,1400.0,80.0,50.0,2.0,SS17-4PH
100.0,1000.0,35.0,25.0,0.0,SS316L
200.0,700.0,70.0,50.0,1.0,SS316L
200.0,2500.0,20.0,20.0,2.0,Ti-6Al-4V
125.0,455.0,50.0,60.0,3.0,Ti-6Al-4V
1800.0,1400.0,240.0,50.0,2.0,SS17-4PH
400.0,800.0,50.0,50.0,2.0,SS316L
150.0,800.0,80.0,50.0,0.0,SS17-4PH
75.0,455.0,50.0,60.0,3.0,Ti-6Al-4V
450.0,20.0,500.0,100.0,3.0,SS316L
200.0,800.0,80.0,50.0,0.0,SS17-4PH
450.0,240.6417112,187.0,50.0,0.0,SS316L
165.0,1200.0,100.0,30.0,1.0,Ti-6Al-4V
200.0,400.0,55.0,75.0,3.0,SS316L
150.0,161.2903226,248.0,50.0,1.0,SS316L
150.0,400.0,70.0,50.0,1.0,SS316L
250.0,268.8172043,248.0,50.0,1.0,SS316L
225.0,800.0,50.0,60.0,3.0,Ti-6Al-4V
80.0,400.0,39.0,30.0,0.0,Ti-6Al-4V
150.0,2500.0,35.0,20.0,0.0,SS316L
245.0,220.0,100.0,50.0,0.0,SS316L
147.5,220.0,100.0,50.0,1.0,SS316L
310.0,370.0,100.0,50.0,1.0,SS316L
300.0,1600.0,80.0,50.0,2.0,SS17-4PH
900.0,400.0,240.0,50.0,0.0,SS17-4PH
250.0,50.0,500.0,100.0,0.0,SS316L
170.0,900.0,100.0,20.0,0.0,SS17-4PH
277.5,370.0,100.0,50.0,1.0,SS316L
150.0,500.0,70.0,50.0,1.0,SS316L
277.5,130.0,100.0,50.0,3.0,SS316L
200.0,1400.0,80.0,50.0,2.0,SS17-4PH
150.0,2000.0,35.0,22.66666667,0.0,SS316L
150.0,80.0,500.0,100.0,1.0,SS316L
150.0,122.4489796,98.0,50.0,0.0,SS316L
180.0,370.0,100.0,50.0,2.0,SS316L
100.0,1000.0,50.0,60.0,3.0,Ti-6Al-4V
195.0,1100.0,100.0,20.0,2.0,SS17-4PH
175.0,455.0,50.0,60.0,3.0,Ti-6Al-4V
180.0,100.0,100.0,50.0,0.0,SS316L
375.0,220.0,95.0,50.0,3.0,SS316L
175.0,1450.0,20.0,35.0,0.0,Ti-6Al-4V
375.0,130.0,100.0,50.0,3.0,SS316L
200.0,800.0,50.0,50.0,2.0,SS316L
900.0,800.0,240.0,50.0,2.0,SS17-4PH
120.0,800.0,39.0,30.0,0.0,Ti-6Al-4V
200.0,800.0,80.0,50.0,0.0,SS17-4PH
125.0,455.0,50.0,60.0,3.0,Ti-6Al-4V
75.0,300.0,70.0,50.0,1.0,SS316L
375.0,310.0,100.0,50.0,0.0,SS316L
200.0,800.0,50.0,60.0,3.0,Ti-6Al-4V
212.5,160.0,100.0,50.0,0.0,SS316L
450.0,483.8709677,248.0,50.0,1.0,SS316L
2700.0,2400.0,240.0,50.0,3.0,SS17-4PH
1350.0,1500.0,240.0,50.0,2.0,SS17-4PH
200.0,100.0,78.0,50.0,3.0,SS316L
375.0,250.0,95.0,50.0,3.0,SS316L
300.0,2400.0,80.0,50.0,2.0,SS17-4PH
220.0,1000.0,100.0,20.0,2.0,SS17-4PH
350.0,299.4652406,187.0,50.0,0.0,SS316L
150.0,50.0,500.0,100.0,1.0,SS316L
450.0,80.0,500.0,100.0,0.0,SS316L
250.0,100.0,78.0,50.0,3.0,SS316L
147.5,100.0,100.0,50.0,0.0,SS316L
150.0,20.0,500.0,100.0,3.0,SS316L
375.0,340.0,95.0,50.0,3.0,SS316L
375.0,160.0,100.0,50.0,3.0,SS316L
310.0,310.0,100.0,50.0,0.0,SS316L
277.5,220.0,100.0,50.0,0.0,SS316L
200.0,500.0,70.0,50.0,1.0,SS316L
900.0,600.0,240.0,50.0,2.0,SS17-4PH
115.0,130.0,100.0,50.0,1.0,SS316L
375.0,370.0,95.0,50.0,3.0,SS316L
200.0,2000.0,20.0,20.0,1.0,Ti-6Al-4V
160.0,1400.0,39.0,30.0,0.0,Ti-6Al-4V
550.0,1496.598639,98.0,50.0,0.0,SS316L
65.0,0.6,45.0,25.0,0.0,SS316L
212.5,100.0,100.0,50.0,3.0,SS316L
450.0,1224.489796,98.0,50.0,0.0,SS316L
212.5,370.0,100.0,50.0,1.0,SS316L
250.0,2000.0,20.0,20.0,0.0,Ti-6Al-4V
150.0,800.0,80.0,50.0,0.0,SS17-4PH
150.0,500.0,70.0,50.0,1.0,SS316L
40.0,210.0,50.0,30.0,1.0,Ti-6Al-4V
300.0,1344.086022,116.0,40.0,3.0,SS316L
212.5,280.0,100.0,50.0,1.0,SS316L
375.0,310.0,95.0,50.0,3.0,SS316L
150.0,48.38709677,248.0,50.0,1.0,SS316L
300.0,2600.0,80.0,50.0,2.0,SS17-4PH
375.0,250.0,95.0,50.0,3.0,SS316L
212.5,100.0,100.0,50.0,3.0,SS316L
1350.0,1200.0,240.0,50.0,2.0,SS17-4PH
50.0,1000.0,30.0,30.0,1.0,Ti-6Al-4V
50.0,136.0544218,98.0,50.0,1.0,SS316L
350.0,280.0,95.0,50.0,0.0,SS316L
80.0,1600.0,39.0,30.0,1.0,Ti-6Al-4V
100.0,400.0,80.0,50.0,0.0,SS17-4PH
75.0,100.0,70.0,50.0,1.0,SS316L
150.0,455.0,50.0,60.0,3.0,Ti-6Al-4V
245.0,250.0,100.0,50.0,1.0,SS316L
250.0,213.9037433,187.0,50.0,1.0,SS316L
100.0,200.0,70.0,50.0,1.0,SS316L
80.0,200.0,39.0,30.0,0.0,Ti-6Al-4V
310.0,160.0,100.0,50.0,0.0,SS316L
342.5,250.0,100.0,50.0,0.0,SS316L
50.0,20.16129032,248.0,50.0,1.0,SS316L
250.0,1000.0,35.0,40.0,0.0,SS316L
80.0,1400.0,39.0,30.0,1.0,Ti-6Al-4V
120.0,1400.0,39.0,30.0,2.0,Ti-6Al-4V
550.0,294.1176471,187.0,50.0,0.0,SS316L
450.0,367.3469388,98.0,50.0,3.0,SS316L
67.5,210.0,50.0,30.0,3.0,Ti-6Al-4V
100.0,800.0,37.5,30.0,0.0,SS316L
370.0,1200.0,100.0,30.0,0.0,Ti-6Al-4V
300.0,1000.0,50.0,60.0,3.0,Ti-6Al-4V
300.0,1500.0,35.0,36.0,0.0,SS316L
250.0,1500.0,35.0,33.33333333,0.0,SS316L
1350.0,2000.0,240.0,50.0,2.0,SS17-4PH
350.0,50.0,500.0,100.0,0.0,SS316L
342.5,160.0,100.0,50.0,3.0,SS316L
100.0,400.0,70.0,50.0,1.0,SS316L
150.0,2000.0,20.0,20.0,1.0,Ti-6Al-4V
40.0,1400.0,39.0,30.0,1.0,Ti-6Al-4V
245.0,190.0,100.0,50.0,0.0,SS316L
900.0,1200.0,240.0,50.0,2.0,SS17-4PH
300.0,500.0,35.0,61.0,0.0,SS316L
150.0,213.9037433,187.0,50.0,1.0,SS316L
375.0,250.0,100.0,50.0,0.0,SS316L
300.0,1800.0,80.0,50.0,2.0,SS17-4PH
245.0,100.0,100.0,50.0,3.0,SS316L
200.0,1800.0,80.0,50.0,2.0,SS17-4PH
375.0,180.0,95.0,50.0,3.0,SS316L
300.0,2000.0,100.0,30.0,0.0,Ti-6Al-4V
342.5,280.0,100.0,50.0,0.0,SS316L
80.0,600.0,39.0,30.0,0.0,Ti-6Al-4V
200.0,2200.0,80.0,50.0,2.0,SS17-4PH
245.0,370.0,100.0,50.0,1.0,SS316L
300.0,1000.0,35.0,43.33333333,0.0,SS316L
170.0,1000.0,100.0,20.0,0.0,SS17-4PH
75.0,1000.0,50.0,60.0,3.0,Ti-6Al-4V
550.0,784.3137255,187.0,50.0,0.0,SS316L
310.0,280.0,100.0,50.0,0.0,SS316L
175.0,850.0,20.0,35.0,3.0,Ti-6Al-4V
280.0,1000.0,100.0,30.0,0.0,Ti-6Al-4V
100.0,400.0,80.0,50.0,0.0,SS17-4PH
280.0,400.0,100.0,30.0,3.0,Ti-6Al-4V
310.0,100.0,100.0,50.0,3.0,SS316L
200.0,2500.0,20.0,20.0,2.0,Ti-6Al-4V
245.0,310.0,100.0,50.0,1.0,SS316L
220.0,900.0,100.0,20.0,2.0,SS17-4PH
350.0,20.0,500.0,100.0,3.0,SS316L
170.0,1300.0,100.0,20.0,2.0,SS17-4PH
95.0,210.0,50.0,30.0,3.0,Ti-6Al-4V
375.0,400.0,100.0,50.0,1.0,SS316L
200.0,2000.0,80.0,50.0,2.0,SS17-4PH
150.0,244.8979592,98.0,50.0,1.0,SS316L
40.0,1000.0,39.0,30.0,1.0,Ti-6Al-4V
342.5,400.0,100.0,50.0,1.0,SS316L
1350.0,600.0,240.0,50.0,2.0,SS17-4PH
342.5,370.0,100.0,50.0,1.0,SS316L
50.0,750.0,30.0,30.0,1.0,Ti-6Al-4V
220.0,1200.0,100.0,20.0,2.0,SS17-4PH
100.0,1000.0,50.0,60.0,3.0,Ti-6Al-4V
115.0,220.0,100.0,50.0,1.0,SS316L
100.0,200.0,55.0,75.0,3.0,SS316L
100.0,200.0,55.0,75.0,3.0,SS316L
80.0,1400.0,39.0,30.0,1.0,Ti-6Al-4V
250.0,1000.0,50.0,60.0,3.0,Ti-6Al-4V
250.0,2500.0,35.0,25.0,0.0,SS316L
220.0,1100.0,100.0,20.0,2.0,SS17-4PH
375.0,220.0,95.0,50.0,3.0,SS316L
80.0,800.0,39.0,30.0,0.0,Ti-6Al-4V
180.0,160.0,100.0,50.0,0.0,SS316L
150.0,80.21390374,187.0,50.0,0.0,SS316L
100.0,2000.0,35.0,17.0,0.0,SS316L
50.0,40.81632653,98.0,50.0,0.0,SS316L
250.0,500.0,35.0,56.66666667,0.0,SS316L
125.0,500.0,70.0,50.0,1.0,SS316L
75.0,455.0,50.0,60.0,3.0,Ti-6Al-4V
120.0,1000.0,39.0,30.0,0.0,Ti-6Al-4V
342.5,220.0,100.0,50.0,0.0,SS316L
900.0,1400.0,240.0,50.0,2.0,SS17-4PH
120.0,1200.0,39.0,30.0,0.0,Ti-6Al-4V
600.0,700.0,37.5,30.0,3.0,SS316L
160.0,1200.0,39.0,30.0,0.0,Ti-6Al-4V
1800.0,1200.0,240.0,50.0,2.0,SS17-4PH
80.0,400.0,39.0,30.0,0.0,Ti-6Al-4V
350.0,80.0,500.0,100.0,0.0,SS316L
40.0,210.0,50.0,30.0,1.0,Ti-6Al-4V
350.0,340.0,95.0,50.0,0.0,SS316L
120.0,400.0,39.0,60.0,0.0,Ti-6Al-4V
300.0,1200.0,80.0,50.0,2.0,SS17-4PH
300.0,800.0,50.0,60.0,3.0,Ti-6Al-4V
250.0,1000.0,35.0,40.0,0.0,SS316L
375.0,190.0,100.0,50.0,0.0,SS316L
200.0,2400.0,80.0,50.0,2.0,SS17-4PH
150.0,1400.0,80.0,50.0,1.0,SS17-4PH
900.0,700.0,240.0,50.0,2.0,SS17-4PH
150.0,1800.0,80.0,50.0,1.0,SS17-4PH
300.0,1054.852321,116.0,40.0,3.0,SS316L
80.0,200.0,39.0,30.0,0.0,Ti-6Al-4V
375.0,190.0,100.0,50.0,0.0,SS316L
